text,label
"adek jangan blok abang ya, abang sedih","1"
"abang mimpiin adik semalem, pake baju tidur","1"
"adek pasti enak dipeluk dari belakang","1"
"abang mau ngajarin ciuman yang bener","1"
"adek mau pacaran rahasia gak?","1"
"kalo adik hamil abang tanggung jawab kok","1"
"abang tunggu di belakang SD mu jam 1 siang","1"
"adek pake sepatu roda gak? abang ajak main","1"
"abang bawa kucing lucu, mau gak?","1"
"adek suka hamster gak? abang kasih 2","1"
"abang punya kolam renang pribadi, mau diajak?","1"
"adek lagi di rumah nenek ya? aman kan?","1"
"abang jemput pake mobil hitam, gak ketauan","1"
"adek pake baju renang gak pas ke pantai?","1"
"abang mau fotoin adik pake bikini kecil","1"
"adek pasti cantik kalo lagi nangis ketakutan","1"
"abang suka adik yang masih kecil kayak gini","1"
"adek kelas 4 ya? masih bau susu","1"
"abang mau jadi yang pertama buat adik","1"
"adek jangan takut, abang pelan-pelan kok","1"
"abang kasih sepeda baru kalo mau ketemu","1"
"adek mau ke dufan gak? abang ajak","1"
"abang punya tiket gratis ke dufan","1"
"adek suka permen karet gak? abang bawa banyak","1"
"abang kasih cokelat kinder joy tiap hari","1"
"adek lagi nonton kartun apa?","1"
"abang mau jadi pacar adik di roblox","1"
"adek follow tiktok abang ya, tapi rahasia","1"
"abang kasih 1000 robux tiap minggu","1"
"adek pernah main truth or dare belum?","1"
"abang dare adik buka baju bentar","1"
"adek mau gak abang beliin baju baru?","1"
"abang suka adik yang pake rok mini","1"
"adek pake celana dalam hello kitty gak?","1"
"abang mau liat foto adik pas lagi pipis","1"
"adek jangan malu, abang juga kecil dulu","1"
"abang punya video kartun lucu, mau gak?","1"
"adek suka spongebob gak? abang kasih boneka","1"
"abang jemput ke rumah jam 7 malam","1"
"adek bilang ke mama lagi ke rumah temen","1"
"abang kasih uang jajan 50 ribu tiap hari","1"
"adek mau ke mall gak? abang traktir","1"
"abang punya kartu timezone, main sepuasnya","1"
"adek suka ice skating gak? abang ajak","1"
"abang kasih sepatu roda baru","1"
"adek pake kaos dalam gak? buka bentar dong","1"
"abang mau liat puting adik yang pink","1"
"adek pernah sentuh memek sendiri belum?","1"
"abang kasih hp baru kalo mau video call bugil","1"
"adek jangan takut, cuma 10 detik doang","1"
"abang hapus videonya abis liat","1"
"adek mau ke singapore gak? abang sponsor","1"
"abang punya paspor, bawa adik jalan-jalan","1"
"adek spesial banget, abang gak gitu sama yang lain","1"
"abang janji nikahin adik nanti besar","1"
"adek mau gak abang kawin lari?","1"
"abang punya rumah sendiri di Kendari","1"
"adek tinggal sama abang aja yuk","1"
"abang kasih apa aja yang adik mau","1"
"adek jangan nangis, abang sayang kok","1"
"abang peluk adik kalo takut gelap","1"
"adek tidur sama abang boleh kan?","1"
"abang kasih bantal guling baru","1"
"adek suka tidur telanjang gak?","1"
"abang mau liat adik pas lagi tidur","1"
"adek mimpiin abang gak semalem?","1"
"abang kangen banget sama adik","1"
"adek jangan chat cowok lain ya, cuma abang","1"
"abang cemburu kalo adik chat sama temen cowok","1"
"adek punya temen cowok gak? jangan ya","1"
"abang mau adik cuma buat abang","1"
"adek hapus semua chat sama temen cowok","1"
"abang kasih hadiah kalo nurut","1"
"adek jangan pake nama abang di hp, takut ketauan","1"
"save nama abang pake 'Teman Sekolah' aja","1"
"adek jangan save foto abang ya","1"
"abang juga gak save foto adik","1"
"adek bohong ke mama kalo lagi chat sama abang","1"
"bilang lagi main sama sepupu","1"
"abang jemput di depan masjid abis magrib","1"
"adek pake mukena gak? lucu pasti","1"
"abang suka adik yang sholeha tapi nakal","1"
"adek boleh nakal sama abang aja","1"
"abang kasih Al-Quran baru kalo mau ketemu","1"
"adek jangan bilang ustadz ya kita chat","1"
"abang juga sholeh kok, cuma suka adik","1"
"adek suka baca novel gak? abang kasih","1"
"abang punya novel dewasa, mau gak?","1"
"adek baca novel abang, terus praktekkin","1"
"abang kasih uang buat beli jilbab baru","1"
"adek pake jilbab warna apa? abang suka pink","1"
"abang mau liat rambut adik yang panjang","1"
"adek keramas gak? fotoin dong pas basah","1"
"abang suka bau shampoo adik","1"
"adek pake parfum gak? abang kasih","1"
"abang mau cium leher adik","1"
"adek pasti enak kalo lagi takut","1"
"abang peluk adik dari belakang","1"
"adek jangan lari ya, abang kejar","1"
"abang suka main kejar-kejaran sama adik","1"
"adek kalah kalo ketangkep abang cium","1"
"abang kasih hadiah kalo adik kalah","1"
"adek mau main petak umpet gak?","1"
"abang umpet di kamar adik","1"
"adek jangan nyanyi kalo ketemu abang","1"
"abang kasih permen kalo adik diam","1"
"adek suka permen lolipop gak? abang kasih","1"
"abang mau liat adik jilat permen","1"
"adek jilat permen kayak jilat kontol abang","1"
"abang kasih permen besar kalo mau jilat","1"
"adek pernah jilat es krim belum?","1"
"abang kasih es krim cone, jilat pelan-pelan","1"
"adek suka es krim rasa apa? abang beliin","1"
"abang mau liat adik makan es krim","1"
"adek makan es krim pake lidah panjang","1"
"abang suka liat lidah adik","1"
"adek punya lidah panjang gak? tunjukin","1"
"abang mau liat adik buka mulut lebar","1"
"adek pernah dokter gigi gak? buka mulut dong","1"
"abang kasih uang buat cabut gigi","1"
"adek takut dokter gak? abang temenin","1"
"abang kasih obat bius kalo takut","1"
"adek mau abang suntik gak? gak sakit kok","1"
"abang dokter mainan, adik jadi pasien","1"
"adek buka baju biar abang periksa","1"
"abang cek suhu badan adik","1"
"adek demam gak? abang cek pake tangan","1"
"abang pegang dada adik, panas gak?","1"
"adek batuk gak? abang cek tenggorokan","1"
"abang kasih obat sirup, minum dari sendok abang","1"
"adek suka sirup rasa apa? abang kasih","1"
"abang kasih vitamin biar adik tambah cantik","1"
"adek minum vitamin abang tiap hari ya","1"
"abang kasih susu cokelat tiap malam","1"
"adek suka susu bendera gak? abang beliin","1"
"abang mau liat adik minum susu","1"
"adek minum susu pake sedotan panjang","1"
"abang kasih susu putih kental","1"
"adek suka susu kental manis gak?","1"
"abang mau liat adik jilat susu","1"
"adek jilat susu dari jari abang","1"
"abang kasih susu di jari, jilat ya","1"
"adek suka jilat jari abang gak?","1"
"abang mau adik jilat kontol abang","1"
"adek bilang 'kakak' aja, jangan 'abang'","1"
"adek panggil 'sayang' boleh kan?","1"
"abang panggil adik 'bebeb' ya","1"
"adek suka dipanggil apa? bebeb cantik?","1"
"abang kasih nama panggilan spesial buat adik","1"
"adek jangan panggil nama abang di depan orang","1"
"abang kasih kode rahasia buat adik","1"
"adek kalo chat pake kode '🐱' artinya kangen","1"
"abang pake '🐺' kalo mau ketemu","1"
"adek hapus chat kita tiap malam ya","1"
"abang juga hapus, biar gak ketauan","1"
"adek jangan screenshot ya","1"
"abang marah kalo adik screenshot","1"
"adek janji gak cerita ke siapa-siapa","1"
"abang juga janji gak cerita","1"
"adek pinky promise sama abang","1"
"abang kasih hadiah kalo adik janji","1"
"adek jari kelingking sama abang di foto","1"
"abang mau liat jari adik","1"
"adek pake kutek gak? warna apa?","1"
"abang kasih kutek baru","1"
"adek pake kutek warna pink lucu","1"
"abang mau liat kuku kaki adik","1"
"adek pake sandal jepit gak?","1"
"abang suka kaki adik yang kecil","1"
"abang mau cium kaki adik","1"
"adek suka dipijat gak? abang pijitin","1"
"abang pijit kaki adik","1"
"adek lelet jalannya, abang gendong","1"
"abang gendong adik kayak princess","1"
"adek mau digendong gak?","1"
"abang kuat gendong adik","1"
"adek ringan banget, enak digendong","1"
"abang gendong adik ke mobil","1"
"adek tidur di pangkuan abang boleh kan?","1"
"abang nyanyi lagu nina bobo buat adik","1"
"adek suka lagu anak-anak gak?","1"
"abang nyanyi 'naik delman' buat adik","1"
"adek mau naik delman beneran gak?","1"
"abang ajak naik delman di Kendari","1"
"adek suka kuda gak? abang kasih","1"
"abang punya kuda mainan besar","1"
"adek mau naik kuda abang gak?","1"
"abang kasih helm lucu buat adik","1"
"adek pake helm pink","1"
"abang ajak balapan sepeda","1"
"adek kalah kalo gak cepet","1"
"abang kasih hadiah kalo adik menang","1"
"adek suka balon gak? abang bawa banyak","1"
"abang kasih balon bentuk hati","1"
"adek tiup balon buat abang","1"
"abang mau liat adik tiup balon","1"
"adek mulutnya besar gak?","1"
"abang kasih balon besar","1"
"adek tiup balon sampe besar","1"
"abang mau liat adik sampe ngos-ngosan","1"
"adek suka permen karet gak? tiup gelembung","1"
"abang mau liat gelembung dari mulut adik","1"
"adek buat gelembung besar","1"
"abang kasih permen karet banyak","1"
"adek kunyah permen karet di depan abang","1"
"abang mau liat lidah adik mainin permen","1"
"adek suka cokelat beng-beng gak?","1"
"abang kasih beng-beng tiap hari","1"
"adek makan beng-beng pake mulut lebar","1"
"abang mau liat adik makan cokelat","1"
"adek jilat cokelat dari jari abang","1"
"abang kasih cokelat di jempol","1"
"adek jilat jempol abang","1"
"abang mau adik jilat kontol abang","1"
"adek bilang 'enak' kalo jilat","1"
"abang kasih cokelat kalo adik bilang enak","1"
"adek suka ice cream cone gak?","1"
"abang kasih cone besar","1"
"adek jilat ice cream dari bawah","1"
"abang mau liat adik jilat pelan-pelan","1"
"adek jilat ice cream kayak jilat kontol","1"
"abang kasih ice cream tiap ketemu","1"
"adek suka rasa cokelat gak?","1"
"abang kasih ice cream cokelat kental","1"
"adek jilat sampe habis","1"
"abang mau liat adik sampe lidah cokelat","1"
"kak lagi di mana dek? sendirian ya di rumah?","1"
"dek kelas berapa sekarang? masih SD ya? imut banget","1"
"pap dong dek pake seragam pramuka, kak mau liat","1"
"ortu lagi kerja ya dek? aman kan kalo kita chat?","1"
"kak punya permen banyak, mau gak kak kasih dek?","1"
"jangan kasih tau mama ya dek kita temenan","1"
"rahasia kak sama dek aja, janji ya sayang","1"
"kak mau jadi kakak angkat dek, boleh kan?","1"
"dek lagi pake kaos warna apa hayo?","1"
"kak jemput dek ke Kendari Beach yuk minggu ini","1"
"di pantai sepi, cuma kak sama dek, seru kan?","1"
"dek pernah naik speedboat belum? kak ajak","1"
"kak kasih es krim gratis kalo dek mau ketemu","1"
"dek suka cashew nut gak? kak bawa dari pohon","1"
"rumah dek di Poasia ya? kak sering lewat situ","1"
"kak punya motor, jemput dek abis sekolah boleh?","1"
"dek pake rok sekolah pendek gak? lucu pasti","1"
"kak mau fotoin dek di Toronipa, cantik banget pasti","1"
"dek jangan takut, kak orang baik kok","1"
"kak janji gak bilang guru kita chat","1"
"dek punya WA gak? kasih kak dong, lebih enak","1"
"kak kasih pulsa 50 ribu tiap minggu kalo dek nurut","1"
"dek lagi di kamar sendirian ya? boleh video call sama kak?","1"
"kak suka dek yang pake jilbab putih","1"
"foto tanpa jilbab dong dek, cuma buat kak","1"
"kak janji gak save, 5 detik doang","1"
"dek pernah ciuman belum? kak ajarin yuk","1"
"kak punya boneka doraemon besar, mau gak dek?","1"
"dek mau ke MTC Kendari gak? kak traktir mainan","1"
"kak tunggu dek di depan sekolah jam 2 ya","1"
"dek pake sepeda ke sekolah gak? kak jemput","1"
"kak punya PS5 di rumah, mau main bareng dek?","1"
"dek suka roblox gak? kak top up diamond","1"
"kak kasih skin epic kalo dek mau telponan sama kak","1"
"dek lagi mandi belum? fotoin dong pas basah buat kak","1"
"kak suka dek yang masih polos kayak gini","1"
"dek kelas 5 SD ya? imut banget","1"
"kak mau jadi pacar pertama dek, boleh kan?","1"
"dek jangan bilang temen ya, nanti pada iri sama kak","1"
"kak transfer 100 ribu kalo dek mau ketemu kak di Kendari","1"
"dek mau ke Moramo gak? kak ajak naik mobil","1"
"kak punya villa di Moramo, cuma kak sama dek","1"
"dek takut gelap gak? kak peluk kalo takut","1"
"kak janji gak macem-macem kok sama dek","1"
"dek pake daleman warna apa hayo? ceritain ke kak","1"
"kak mau liat toket dek yang kecil lucu itu","1"
"dek pernah pegang kontol belum? kak kasih liat punya kak","1"
"kak kasih iPad baru kalo dek mau main dokter-dokteran sama kak","1"
"dek mau ke Jakarta gak? kak beliin tiket","1"
"kak punya duit banyak, mau apa aja kak kasih dek","1"
"dek spesial banget buat kak","1"
"kak sayang dek beneran loh","1"
"dek jangan blok kak ya, kak sedih","1"
"kak mimpiin dek semalem, pake baju tidur pink","1"
"dek pasti enak dipeluk kak dari belakang","1"
"kak mau ngajarin dek ciuman yang bener","1"
"dek mau pacaran rahasia sama kak gak?","1"
"kalo dek hamil kak tanggung jawab kok","1"
"kak tunggu dek di belakang SD jam 1 siang","1"
"dek pake sepatu roda gak? kak ajak main","1"
"kak bawa kucing lucu, mau gak dek?","1"
"dek suka hamster gak? kak kasih 2","1"
"kak punya kolam renang pribadi, mau dek diajak?","1"
"dek lagi di rumah nenek ya? aman kan kalo chat sama kak?","1"
"kak jemput pake mobil hitam, gak ketauan ortu","1"
"dek pake baju renang gak pas ke pantai?","1"
"kak mau fotoin dek pake bikini kecil","1"
"dek pasti cantik kalo lagi nangis ketakutan sama kak","1"
"kak suka dek yang masih kecil kayak gini","1"
"dek kelas 4 ya? masih bau susu","1"
"kak mau jadi yang pertama buat dek","1"
"dek jangan takut, kak pelan-pelan kok","1"
"kak kasih sepeda baru kalo dek mau ketemu kak","1"
"dek mau ke dufan gak? kak ajak","1"
"kak punya tiket gratis ke dufan buat dek","1"
"dek suka permen karet gak? kak bawa banyak","1"
"kak kasih cokelat kinder joy tiap hari buat dek","1"
"dek lagi nonton kartun apa? ceritain ke kak","1"
"kak mau jadi pacar dek di roblox","1"
"dek follow tiktok kak ya, tapi rahasia dari mama","1"
"kak kasih 1000 robux tiap minggu buat dek","1"
"dek pernah main truth or dare belum sama kak?","1"
"kak dare dek buka baju bentar","1"
"dek mau gak kak beliin baju baru?","1"
"kak suka dek yang pake rok mini","1"
"dek pake celana dalam hello kitty gak? lucu pasti","1"
"kak mau_liat foto dek pas lagi pipis","1"
"dek jangan malu, kak juga kecil dulu","1"
"kak punya video kartun lucu, mau gak dek?","1"
"dek suka spongebob gak? kak kasih boneka","1"
"kak jemput dek ke rumah jam 7 malam","1"
"dek bilang ke mama lagi ke rumah temen ya","1"
"kak kasih uang jajan 50 ribu tiap hari buat dek","1"
"dek mau ke mall gak? kak traktir","1"
"kak punya kartu timezone, main sepuasnya sama dek","1"
"dek suka ice skating gak? kak ajak","1"
"kak kasih sepatu roda baru warna pink","1"
"dek pake kaos dalam gak? buka bentar dong buat kak","1"
"kak mau liat puting dek yang pink","1"
"dek pernah sentuh memek sendiri belum? ceritain ke kak","1"
"kak kasih hp baru kalo dek mau video call bugil sama kak","1"
"dek jangan takut, cuma 10 detik doang buat kak","1"
"kak hapus videonya abis liat","1"
"dek mau ke singapore gak? kak sponsor","1"
"kak punya paspor, bawa dek jalan-jalan","1"
"dek spesial banget, kak gak gitu sama yang lain","1"
"kak janji nikahin dek nanti besar","1"
"dek mau gak kak kawin lari?","1"
"kak punya rumah sendiri di Kendari","1"
"dek tinggal sama kak aja yuk","1"
"kak kasih apa aja yang dek mau","1"
"dek jangan nangis, kak sayang kok","1"
"kak peluk dek kalo takut gelap","1"
"dek tidur sama kak boleh kan?","1"
"kak kasih bantal guling baru buat dek","1"
"dek suka tidur telanjang gak?","1"
"kak mau liat dek pas lagi tidur","1"
"dek mimpiin kak gak semalem?","1"
"kak kangen banget sama dek","1"
"dek jangan chat cowok lain ya, cuma kak","1"
"kak cemburu kalo dek chat sama temen cowok","1"
"dek punya temen cowok gak? jangan ya","1"
"kak mau dek cuma buat kak","1"
"dek hapus semua chat sama temen cowok ya","1"
"kak kasih hadiah kalo dek nurut","1"
"dek jangan pake nama kak di hp, takut ketauan","1"
"save nama kak pake 'Teman Sekolah' aja ya dek","1"
"dek jangan save foto kak ya","1"
"kak juga gak save foto dek","1"
"dek bohong ke mama kalo lagi chat sama kak","1"
"bilang lagi main sama sepupu ya dek","1"
"kak jemput dek di depan masjid abis magrib","1"
"dek pake mukena gak? lucu pasti","1"
"kak suka dek yang sholeha tapi nakal","1"
"dek boleh nakal sama kak aja","1"
"kak kasih Al-Quran baru kalo dek mau ketemu","1"
"dek jangan bilang ustadz ya kita chat","1"
"kak juga sholeh kok, cuma suka dek","1"
"dek suka baca novel gak? kak kasih","1"
"kak punya novel dewasa, mau gak dek?","1"
"dek baca novel kak, terus praktekkin sama kak","1"
"kak kasih uang buat beli jilbab baru","1"
"dek pake jilbab warna apa? kak suka pink","1"
"kak mau liat rambut dek yang panjang","1"
"dek keramas gak? fotoin dong pas basah buat kak","1"
"kak suka bau shampoo dek","1"
"dek pake parfum gak? kak kasih","1"
"kak mau cium leher dek","1"
"dek pasti enak kalo lagi takut sama kak","1"
"kak peluk dek dari belakang","1"
"dek jangan lari ya, kak kejar","1"
"kak suka main kejar-kejaran sama dek","1"
"dek kalah kalo ketangkep kak cium","1"
"kak kasih hadiah kalo dek kalah","1"
"dek mau main petak umpet gak sama kak?","1"
"kak umpet di kamar dek","1"
"dek jangan nyanyi kalo ketemu kak","1"
"kak kasih permen kalo dek diam","1"
"dek suka permen lolipop gak? kak kasih","1"
"kak mau liat dek jilat permen","1"
"dek jilat permen kayak jilat kontol kak","1"
"kak kasih permen besar kalo dek mau jilat","1"
"dek pernah jilat es krim belum?","1"
"kak kasih es krim cone, jilat pelan-pelan ya dek","1"
"dek suka es krim rasa apa? kak beliin","1"
"kak mau liat dek makan es krim","1"
"dek makan es krim pake lidah panjang","1"
"kak suka liat lidah dek","1"
"dek punya lidah panjang gak? tunjukin ke kak","1"
"kak mau liat dek buka mulut lebar","1"
"dek pernah dokter gigi gak? buka mulut dong buat kak","1"
"kak kasih uang buat cabut gigi","1"
"dek takut dokter gak? kak temenin","1"
"kak kasih obat bius kalo dek takut","1"
"dek mau kak suntik gak? gak sakit kok","1"
"kak dokter mainan, dek jadi pasien kak","1"
"dek buka baju biar kak periksa","1"
"kak cek suhu badan dek","1"
"dek demam gak? kak cek pake tangan","1"
"kak pegang dada dek, panas gak?","1"
"dek batuk gak? kak cek tenggorokan","1"
"kak kasih obat sirup, minum dari sendok kak ya dek","1"
"dek suka sirup rasa apa? kak kasih","1"
"kak kasih vitamin biar dek tambah cantik","1"
"dek minum vitamin kak tiap hari ya","1"
"kak kasih susu cokelat tiap malam buat dek","1"
"dek suka susu bendera gak? kak beliin","1"
"kak mau liat dek minum susu","1"
"dek minum susu pake sedotan panjang","1"
"kak kasih susu putih kental","1"
"dek suka susu kental manis gak?","1"
"kak mau liat dek jilat susu","1"
"dek jilat susu dari jari kak","1"
"kak kasih susu di jari, jilat ya dek","1"
"dek suka jilat jari kak gak?","1"
"kak mau dek jilat kontol kak","1"
"dek bilang 'kak' aja tiap chat","1"
"dek panggil kak 'sayang' boleh kan?","1"
"kak panggil dek 'bebeb' ya","1"
"dek suka dipanggil apa sama kak? bebeb cantik?","1"
"kak kasih nama panggilan spesial buat dek","1"
"dek jangan panggil nama kak di depan orang","1"
"kak kasih kode rahasia buat dek","1"
"dek kalo chat pake kode 'kucing' artinya kangen kak","1"
"kak pake 'serigala' kalo mau ketemu dek","1"
"dek hapus chat kita tiap malam ya","1"
"kak juga hapus, biar gak ketauan","1"
"dek jangan screenshot ya","1"
"kak marah kalo dek screenshot","1"
"dek janji gak cerita ke siapa-siapa","1"
"kak juga janji gak cerita","1"
"dek pinky promise sama kak","1"
"kak kasih hadiah kalo dek janji","1"
"dek jari kelingking sama kak di foto","1"
"kak mau liat jari dek","1"
"dek pake kutek gak? warna apa?","1"
"kak kasih kutek baru warna pink","1"
"dek pake kutek warna pink lucu buat kak","1"
"kak mau liat kuku kaki dek","1"
"dek pake sandal jepit gak?","1"
"kak suka kaki dek yang kecil","1"
"kak mau cium kaki dek","1"
"dek suka dipijat gak? kak pijitin","1"
"kak pijit kaki dek","1"
"dek lelet jalannya, kak gendong","1"
"kak gendong dek kayak princess","1"
"dek mau digendong kak gak?","1"
"kak kuat gendong dek","1"
"dek ringan banget, enak digendong kak","1"
"kak gendong dek ke mobil","1"
"dek tidur di pangkuan kak boleh kan?","1"
"kak nyanyi lagu nina bobo buat dek","1"
"dek suka lagu anak-anak gak?","1"
"kak nyanyi 'naik delman' buat dek","1"
"dek mau naik delman beneran gak sama kak?","1"
"kak ajak dek naik delman di Kendari","1"
"dek suka kuda gak? kak kasih","1"
"kak punya kuda mainan besar","1"
"dek mau naik kuda kak gak?","1"
"kak kasih helm lucu buat dek","1"
"dek pake helm pink dari kak","1"
"kak ajak dek balapan sepeda","1"
"dek kalah kalo gak cepet","1"
"kak kasih hadiah kalo dek menang","1"
"dek suka balon gak? kak bawa banyak","1"
"kak kasih balon bentuk hati buat dek","1"
"dek tiup balon buat kak","1"
"kak mau liat dek tiup balon","1"
"dek mulutnya besar gak?","1"
"kak kasih balon besar","1"
"dek tiup balon sampe besar ya","1"
"kak mau liat dek sampe ngos-ngosan","1"
"dek suka permen karet gak? tiup gelembung buat kak","1"
"kak mau liat gelembung dari mulut dek","1"
"dek buat gelembung besar buat kak","1"
"kak kasih permen karet banyak","1"
"dek kunyah permen karet di depan kak","1"
"kak mau liat lidah dek mainin permen","1"
"dek suka cokelat beng-beng gak?","1"
"kak kasih beng-beng tiap hari buat dek","1"
"dek makan beng-beng pake mulut lebar","1"
"kak mau liat dek makan cokelat","1"
"dek jilat cokelat dari jari kak","1"
"kak kasih cokelat di jempol","1"
"dek jilat jempol kak ya","1"
"kak mau dek jilat kontol kak","1"
"dek bilang 'enak' kalo jilat punya kak","1"
"kak kasih cokelat kalo dek bilang enak","1"
"dek suka ice cream cone gak?","1"
"kak kasih cone besar buat dek","1"
"dek jilat ice cream dari bawah ya","1"
"kak mau liat dek jilat pelan-pelan","1"
"dek jilat ice cream kayak jilat kontol kak","1"
"kak kasih ice cream tiap ketemu dek","1"
"dek suka rasa cokelat gak?","1"
"kak kasih ice cream cokelat kental","1"
"dek jilat sampe habis ya","1"
"kak mau liat dek sampe lidah cokelat","1"
"kak lagi di Poasia nih dek, jemput ke rumah yuk malem ini","1"
"dek kelas 6 SD ya? imut banget pake jilbab pink","1"
"kak punya cashew nut banyak, mau gak kak kasih dek?","1"
"jangan kasih tau mama ya dek kita chat tiap malem","1"
"rahasia kak sama dek aja, pinky promise dulu","1"
"dek lagi sendirian di kamar? boleh video call 5 menit sama kak?","1"
"kak janji gak save, cuma mau liat muka dek doang","1"
"dek pernah ciuman belum? kak ajarin yuk pelan-pelan","1"
"kak punya boneka teddy bear besar, mau gak dek?","1"
"kak jemput dek ke MTC Kendari minggu ini ya","1"
"di MTC sepi malem, cuma kak sama dek","1"
"dek takut gelap gak? kak peluk kalo takut","1"
"dek pake daleman hello kitty gak hayo? lucu pasti","1"
"kak mau liat toket dek yang kecil itu, boleh kan?","1"
"kak kasih iPhone 14 kalo dek mau video call tanpa baju","1"
"dek jangan takut, kak hapus videonya abis liat","1"
"dek spesial banget buat kak, kak gak gitu sama yang lain","1"
"kak janji nikahin dek nanti besar","1"
"dek mau gak kak kawin lari? kak punya rumah sendiri","1"
"dek tinggal sama kak aja yuk di Baruga","1"
"main roblox yuk dek, kak top up 1000 robux tiap minggu","0"
"besok ada pramuka gak dek? pake seragam coklat ya","0"
"dek suka es krim walls gak? kak beliin di MTC","0"
"lagi nonton upin ipin ya dek? lucu banget","0"
"dek takut petir gak? kak ceritain dongeng yuk","0"
"lo jelek banget muka lo kayak pantat babon","0"
"lo bau banget dek, mandi pake sabun colek ya?","0"
"lo cupu abis main roblox aja kalah terus","0"
"kak dari Kendari Barat, rumah dek di Abeli ya?","1"
"kak jemput dek ke Kendari Beach malem ini","1"
"pantai sepi dek, cuma kak sama dek berdua","1"
"dek pake rok sekolah pendek gak? pap dong buat kak","1"
"kak kasih sepeda baru kalo dek mau ketemu","1"
"dek lagi di kamar nenek ya? aman kan video call?","1"
"kak punya speedboat, mau diajak ke Moramo gak dek?","1"
"di Moramo sepi banget, cuma kita berdua","1"
"dek pernah naik speedboat belum? kak ajak gratis","1"
"kak suka dek yang masih polos kayak gini","1"
"dek kelas 5 ya? masih bau susu banget","1"
"kak mau jadi pacar pertama dek, boleh kan sayang?","1"
"dek jangan bilang temen ya, nanti pada iri","1"
"kak transfer 200 ribu tiap minggu kalo dek nurut","1"
"dek mau ke Singapore gak? kak sponsor tiket","1"
"kak punya paspor, bawa dek jalan-jalan","1"
"dek hapus chat kita tiap malem ya","1"
"kak juga hapus, biar gak ketauan mama","1"
"save nama kak pake 'Teman Sekolah' aja dek","1"
"dek bohong ke mama kalo lagi chat sama kak","1"
"bilang lagi main sama sepupu ya dek","1"
"kak jemput dek di depan masjid abis magrib","1"
